locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNMODBO_00439	CDS	1320				hypothetical protein
PLNMODBO_00440	CDS	1023				hypothetical protein
PLNMODBO_00441	CDS	873	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
PLNMODBO_00442	CDS	624	arpA_3			A-factor receptor protein
PLNMODBO_00443	CDS	255				hypothetical protein
PLNMODBO_00444	CDS	1281				hypothetical protein
PLNMODBO_00445	CDS	1137				hypothetical protein
PLNMODBO_00446	CDS	3855				hypothetical protein
PLNMODBO_00447	CDS	336				hypothetical protein
PLNMODBO_00448	CDS	261				hypothetical protein
PLNMODBO_00449	CDS	2013				hypothetical protein
PLNMODBO_00450	tRNA	94				tRNA-Trp(cca)
PLNMODBO_00451	CDS	1929	lgrD_1			Linear gramicidin synthase subunit D
PLNMODBO_00452	CDS	903				hypothetical protein
PLNMODBO_00453	CDS	846	rebM	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
PLNMODBO_00454	CDS	1194	mycG_2	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
PLNMODBO_00455	CDS	552				Calerythrin
PLNMODBO_00456	CDS	825	sigF_2		COG1191	RNA polymerase sigma factor SigF
PLNMODBO_00457	CDS	4245				hypothetical protein
PLNMODBO_00458	CDS	3642				hypothetical protein
PLNMODBO_00459	CDS	1506		3.1.1.1	COG2272	Carboxylesterase
PLNMODBO_00460	CDS	915	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
PLNMODBO_00461	CDS	2811				hypothetical protein
PLNMODBO_00462	CDS	759	mca_1	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
PLNMODBO_00463	CDS	579				hypothetical protein
PLNMODBO_00464	CDS	1101				hypothetical protein
PLNMODBO_00465	CDS	696				hypothetical protein
PLNMODBO_00466	tRNA	82				tRNA-Gly(gcc)
PLNMODBO_00467	CDS	435				hypothetical protein
PLNMODBO_00468	CDS	990				hypothetical protein
PLNMODBO_00469	CDS	510				hypothetical protein
PLNMODBO_00470	CDS	942				hypothetical protein
PLNMODBO_00471	CDS	4152	dhbF_3		COG1020	Dimodular nonribosomal peptide synthase
PLNMODBO_00472	CDS	957	psdht	4.2.1.-		Phenylserine dehydratase
PLNMODBO_00473	CDS	978				hypothetical protein
PLNMODBO_00474	CDS	1407	dadD	3.5.4.31		5'-deoxyadenosine deaminase
PLNMODBO_00475	CDS	828				hypothetical protein
PLNMODBO_00476	CDS	192				hypothetical protein
PLNMODBO_00477	CDS	228				hypothetical protein
PLNMODBO_00478	CDS	1653				hypothetical protein
PLNMODBO_00479	CDS	1293				hypothetical protein
PLNMODBO_00480	CDS	816				hypothetical protein
PLNMODBO_00481	CDS	633	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
PLNMODBO_00482	CDS	306				hypothetical protein
PLNMODBO_00483	CDS	624				hypothetical protein
PLNMODBO_00484	CDS	894	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PLNMODBO_00485	CDS	846	hyi_1	5.3.1.22	COG3622	Hydroxypyruvate isomerase
PLNMODBO_00486	CDS	1779	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
PLNMODBO_00487	CDS	753				hypothetical protein
PLNMODBO_00488	CDS	561				hypothetical protein
PLNMODBO_00489	CDS	780	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PLNMODBO_00490	CDS	198				hypothetical protein
PLNMODBO_00491	CDS	471				hypothetical protein
PLNMODBO_00492	CDS	1230	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
PLNMODBO_00493	CDS	741				putative HTH-type transcriptional regulator
PLNMODBO_00494	CDS	558	def_1	3.5.1.88	COG0242	Peptide deformylase
PLNMODBO_00495	CDS	1239	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
PLNMODBO_00496	CDS	729	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
PLNMODBO_00497	CDS	1026	pfkA2_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
PLNMODBO_00498	CDS	966			COG3336	putative protein
PLNMODBO_00499	CDS	159				hypothetical protein
PLNMODBO_00500	CDS	435				hypothetical protein
PLNMODBO_00501	CDS	585				hypothetical protein
PLNMODBO_00502	CDS	573				hypothetical protein
PLNMODBO_00503	CDS	1482				hypothetical protein
PLNMODBO_00504	CDS	843				hypothetical protein
PLNMODBO_00505	CDS	708				hypothetical protein
PLNMODBO_00506	CDS	1440	mdtD_1			Putative multidrug resistance protein MdtD
PLNMODBO_00507	CDS	948	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
PLNMODBO_00508	CDS	1614	ligB	6.5.1.1	COG1793	DNA ligase B
PLNMODBO_00509	CDS	897	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
PLNMODBO_00510	CDS	882	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
PLNMODBO_00511	CDS	1341				hypothetical protein
PLNMODBO_00512	CDS	834	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
PLNMODBO_00513	CDS	1029	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
PLNMODBO_00514	CDS	1077	ccpA_1		COG1609	Catabolite control protein A
PLNMODBO_00515	CDS	1167				hypothetical protein
PLNMODBO_00516	CDS	315				hypothetical protein
PLNMODBO_00517	CDS	1185				hypothetical protein
PLNMODBO_00518	CDS	864				hypothetical protein
PLNMODBO_00519	CDS	339				hypothetical protein
PLNMODBO_00520	CDS	807	csqR		COG1349	HTH-type transcriptional repressor CsqR
PLNMODBO_00521	CDS	1053	gutB_2	1.1.1.-	COG1063	Sorbitol dehydrogenase
PLNMODBO_00522	CDS	2283				hypothetical protein
PLNMODBO_00523	CDS	312				hypothetical protein
PLNMODBO_00524	CDS	912				hypothetical protein
PLNMODBO_00525	CDS	900				hypothetical protein
PLNMODBO_00526	CDS	2187	afsR_1		COG3629	Regulatory protein AfsR
PLNMODBO_00527	CDS	981	sbnA_1	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
PLNMODBO_00528	CDS	1002	sbnB_1	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
PLNMODBO_00529	CDS	1875				hypothetical protein
PLNMODBO_00530	CDS	1215	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
PLNMODBO_00531	CDS	1341	ydcO		COG3135	Inner membrane protein YdcO
PLNMODBO_00532	CDS	1209	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
PLNMODBO_00533	CDS	600				hypothetical protein
PLNMODBO_00534	CDS	522				hypothetical protein
PLNMODBO_00535	CDS	909	azoB_1	1.7.-.-		NAD(P)H azoreductase
PLNMODBO_00536	CDS	543				hypothetical protein
PLNMODBO_00537	CDS	504				hypothetical protein
PLNMODBO_00538	CDS	1326				hypothetical protein
PLNMODBO_00539	CDS	699				hypothetical protein
PLNMODBO_00540	CDS	906				hypothetical protein
PLNMODBO_00541	CDS	429				hypothetical protein
PLNMODBO_00542	CDS	657				hypothetical protein
PLNMODBO_00543	CDS	1125				hypothetical protein
PLNMODBO_00544	CDS	1563				hypothetical protein
PLNMODBO_00545	CDS	2319	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
PLNMODBO_00546	CDS	708	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
PLNMODBO_00547	CDS	2934	afsR_2		COG3629	Regulatory protein AfsR
PLNMODBO_00548	CDS	1401	phnY	1.2.1.-		Phosphonoacetaldehyde dehydrogenase
PLNMODBO_00549	CDS	1017		1.17.1.9		Formate dehydrogenase, mitochondrial
PLNMODBO_00550	CDS	1266	phpC	1.1.1.309	COG1454	Phosphonoacetaldehyde reductase
PLNMODBO_00551	CDS	1359	hepD	1.13.11.72		2-hydroxyethylphosphonate dioxygenase
PLNMODBO_00552	CDS	933	pphA	3.11.1.3		Phosphonopyruvate hydrolase
PLNMODBO_00553	CDS	1149				hypothetical protein
PLNMODBO_00554	CDS	825	yfcA_1		COG0730	putative membrane transporter protein YfcA
PLNMODBO_00555	CDS	660				hypothetical protein
PLNMODBO_00556	CDS	1326				hypothetical protein
PLNMODBO_00557	CDS	621				hypothetical protein
PLNMODBO_00558	CDS	489				hypothetical protein
PLNMODBO_00559	CDS	963				Zinc-type alcohol dehydrogenase-like protein
PLNMODBO_00560	CDS	582				hypothetical protein
PLNMODBO_00561	CDS	549				hypothetical protein
PLNMODBO_00562	CDS	378				hypothetical protein
PLNMODBO_00563	CDS	552				hypothetical protein
PLNMODBO_00564	CDS	1638	tap_1	3.4.14.-		Tripeptidyl aminopeptidase
PLNMODBO_00565	CDS	705				hypothetical protein
PLNMODBO_00566	CDS	1332				hypothetical protein
PLNMODBO_00567	CDS	1401				hypothetical protein
PLNMODBO_00568	CDS	3162	lgrB_1			Linear gramicidin synthase subunit B
PLNMODBO_00569	CDS	1161	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
PLNMODBO_00570	CDS	1905	lgrB_2			Linear gramicidin synthase subunit B
PLNMODBO_00571	CDS	1824	lgrB_3			Linear gramicidin synthase subunit B
PLNMODBO_00572	CDS	2919				hypothetical protein
PLNMODBO_00573	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
PLNMODBO_00574	CDS	630				hypothetical protein
PLNMODBO_00575	CDS	177				hypothetical protein
PLNMODBO_00576	CDS	822	ureD			Urease accessory protein UreD
PLNMODBO_00577	CDS	702	ureG		COG0378	Urease accessory protein UreG
PLNMODBO_00578	CDS	675	ureF			Urease accessory protein UreF
PLNMODBO_00579	CDS	1722	ureC	3.5.1.5	COG0804	Urease subunit alpha
PLNMODBO_00580	CDS	312	ureB	3.5.1.5	COG0832	Urease subunit beta
PLNMODBO_00581	CDS	303	ureA	3.5.1.5		Urease subunit gamma
PLNMODBO_00582	CDS	981	lieA	3.4.24.-		Leupeptin-inactivating enzyme 1
PLNMODBO_00583	CDS	342				hypothetical protein
PLNMODBO_00584	CDS	312				hypothetical protein
PLNMODBO_00585	CDS	669				hypothetical protein
PLNMODBO_00586	CDS	645				hypothetical protein
PLNMODBO_00587	CDS	636	clpP2_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
PLNMODBO_00588	CDS	306				hypothetical protein
PLNMODBO_00589	CDS	474				hypothetical protein
PLNMODBO_00590	CDS	573				hypothetical protein
PLNMODBO_00591	CDS	429				hypothetical protein
PLNMODBO_00592	CDS	885				hypothetical protein
PLNMODBO_00593	CDS	237				hypothetical protein
PLNMODBO_00594	CDS	1242	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
PLNMODBO_00595	CDS	1194	bioB	2.8.1.6		Biotin synthase
PLNMODBO_00596	CDS	1311	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
PLNMODBO_00597	CDS	687	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
PLNMODBO_00598	CDS	660	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_00599	CDS	1260				hypothetical protein
PLNMODBO_00600	CDS	165				hypothetical protein
PLNMODBO_00601	CDS	576				hypothetical protein
PLNMODBO_00602	CDS	918	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_00603	CDS	2577				hypothetical protein
PLNMODBO_00604	CDS	891	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
PLNMODBO_00605	CDS	429	ypeA_1	2.3.1.-	COG0456	Acetyltransferase YpeA
PLNMODBO_00606	CDS	1341				hypothetical protein
PLNMODBO_00607	CDS	1053			COG1253	putative protein
PLNMODBO_00608	CDS	771				hypothetical protein
PLNMODBO_00609	CDS	405				hypothetical protein
PLNMODBO_00610	CDS	1884				hypothetical protein
PLNMODBO_00611	CDS	657				hypothetical protein
PLNMODBO_00612	CDS	918	cynR_1			HTH-type transcriptional regulator CynR
PLNMODBO_00613	CDS	1407				hypothetical protein
PLNMODBO_00614	CDS	810				hypothetical protein
PLNMODBO_00615	CDS	1434	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PLNMODBO_00616	CDS	576	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
PLNMODBO_00617	CDS	1614	proP_1			Proline/betaine transporter
PLNMODBO_00618	CDS	453				hypothetical protein
PLNMODBO_00619	CDS	1158	nagC_1		COG1940	N-acetylglucosamine repressor
PLNMODBO_00620	CDS	684	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PLNMODBO_00621	CDS	153				hypothetical protein
PLNMODBO_00622	CDS	369				hypothetical protein
PLNMODBO_00623	CDS	753	nagR_1		COG2188	HTH-type transcriptional repressor NagR
PLNMODBO_00624	CDS	888	sigJ_2			ECF RNA polymerase sigma factor SigJ
PLNMODBO_00625	CDS	873			COG0596	putative protein
PLNMODBO_00626	CDS	1617				hypothetical protein
PLNMODBO_00627	CDS	1392				hypothetical protein
PLNMODBO_00628	CDS	1383				hypothetical protein
PLNMODBO_00629	CDS	1083				hypothetical protein
PLNMODBO_00630	CDS	1695				hypothetical protein
PLNMODBO_00631	CDS	1383				hypothetical protein
PLNMODBO_00632	CDS	843	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PLNMODBO_00633	CDS	498	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PLNMODBO_00634	CDS	447	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
PLNMODBO_00635	CDS	3186				hypothetical protein
PLNMODBO_00636	CDS	1167	sbcD			Nuclease SbcCD subunit D
PLNMODBO_00637	CDS	909				hypothetical protein
PLNMODBO_00638	CDS	1296				hypothetical protein
PLNMODBO_00639	CDS	1992	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PLNMODBO_00640	CDS	1404				hypothetical protein
PLNMODBO_00641	CDS	1545				hypothetical protein
PLNMODBO_00642	CDS	1002				hypothetical protein
PLNMODBO_00643	CDS	249	whiB1_1			Transcriptional regulator WhiB1
PLNMODBO_00644	CDS	531				hypothetical protein
PLNMODBO_00645	CDS	666	lepB_1	3.4.21.89	COG0681	Signal peptidase I
PLNMODBO_00646	CDS	150				hypothetical protein
PLNMODBO_00647	CDS	4230	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
PLNMODBO_00648	CDS	672				hypothetical protein
PLNMODBO_00649	CDS	351				hypothetical protein
PLNMODBO_00650	CDS	210				hypothetical protein
PLNMODBO_00651	CDS	459				hypothetical protein
PLNMODBO_00652	CDS	885				hypothetical protein
PLNMODBO_00653	CDS	846				hypothetical protein
PLNMODBO_00654	CDS	405				hypothetical protein
PLNMODBO_00655	CDS	549				hypothetical protein
PLNMODBO_00656	CDS	1185				hypothetical protein
PLNMODBO_00657	CDS	144				hypothetical protein
PLNMODBO_00658	CDS	105				hypothetical protein
PLNMODBO_00659	CDS	198	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
PLNMODBO_00660	CDS	432				hypothetical protein
PLNMODBO_00661	CDS	672				hypothetical protein
PLNMODBO_00662	CDS	2886	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
PLNMODBO_00663	CDS	804				hypothetical protein
PLNMODBO_00664	CDS	312				hypothetical protein
PLNMODBO_00665	CDS	834	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
PLNMODBO_00666	CDS	2301	pflB	2.3.1.54		Formate acetyltransferase
PLNMODBO_00667	CDS	870			COG0589	Universal stress protein/MSMEI_3859
PLNMODBO_00668	CDS	501				putative protein
PLNMODBO_00669	CDS	1719	devS_1	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
PLNMODBO_00670	CDS	693	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
PLNMODBO_00671	CDS	735	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
PLNMODBO_00672	CDS	720	narX_3		COG2180	Nitrate reductase-like protein NarX
PLNMODBO_00673	CDS	657				hypothetical protein
PLNMODBO_00674	CDS	1755	narY_2	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
PLNMODBO_00675	CDS	3714	narG_3	1.7.5.1	COG5013	Nitrate reductase alpha subunit
PLNMODBO_00676	CDS	1530	hemY_1	1.3.3.4	COG1232	Protoporphyrinogen oxidase
PLNMODBO_00677	CDS	1248	narK2		COG2223	putative nitrate/nitrite transporter NarK2
PLNMODBO_00678	CDS	795	narX_4		COG2180	Nitrate reductase-like protein NarX
PLNMODBO_00679	CDS	762				hypothetical protein
PLNMODBO_00680	CDS	1545	narY_3	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
PLNMODBO_00681	CDS	3693	narG_4	1.7.5.1	COG5013	Nitrate reductase alpha subunit
PLNMODBO_00682	CDS	1296	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
PLNMODBO_00683	CDS	963				hypothetical protein
PLNMODBO_00684	CDS	1914	cocE_1	3.1.1.84		Cocaine esterase
PLNMODBO_00685	CDS	1194		1.13.12.4	COG1304	Lactate 2-monooxygenase
PLNMODBO_00686	CDS	333				hypothetical protein
PLNMODBO_00687	CDS	3093	tycC			Tyrocidine synthase 3
PLNMODBO_00688	CDS	1332				hypothetical protein
PLNMODBO_00689	CDS	261	tycB			Tyrocidine synthase 2
PLNMODBO_00690	CDS	912				hypothetical protein
PLNMODBO_00691	CDS	966				hypothetical protein
PLNMODBO_00692	CDS	1359	lgrD_2			Linear gramicidin synthase subunit D
PLNMODBO_00693	CDS	1032	tgnB_1	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
PLNMODBO_00694	CDS	4776				hypothetical protein
PLNMODBO_00695	CDS	1917	grsB			Gramicidin S synthase 2
PLNMODBO_00696	CDS	1125				hypothetical protein
PLNMODBO_00697	CDS	1251				hypothetical protein
PLNMODBO_00698	CDS	1275	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
PLNMODBO_00699	CDS	1458	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
PLNMODBO_00700	CDS	1092	tolB_2			Tol-Pal system protein TolB
PLNMODBO_00701	CDS	2178				hypothetical protein
PLNMODBO_00702	CDS	1302	pgl_1	3.1.1.31		6-phosphogluconolactonase
PLNMODBO_00703	CDS	1728			COG0659	putative sulfate transporter
PLNMODBO_00704	CDS	1332	yegS_1	2.7.1.-		lipid kinase YegS
PLNMODBO_00705	CDS	1341	tet(X)_1	1.14.13.231		Flavin-dependent monooxygenase
PLNMODBO_00706	CDS	507				hypothetical protein
PLNMODBO_00707	CDS	387				hypothetical protein
PLNMODBO_00708	CDS	1113				hypothetical protein
PLNMODBO_00709	CDS	930	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
PLNMODBO_00710	CDS	3249	fdoG	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
PLNMODBO_00711	CDS	1479	speA	4.1.1.19	COG1982	Arginine decarboxylase
PLNMODBO_00712	CDS	546	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PLNMODBO_00713	CDS	408				hypothetical protein
PLNMODBO_00714	CDS	192				hypothetical protein
PLNMODBO_00715	CDS	798				hypothetical protein
PLNMODBO_00716	CDS	936				hypothetical protein
PLNMODBO_00717	CDS	1110				hypothetical protein
PLNMODBO_00718	CDS	621	yigZ		COG1739	IMPACT family member YigZ
PLNMODBO_00719	CDS	1494				hypothetical protein
PLNMODBO_00720	CDS	357				hypothetical protein
PLNMODBO_00721	CDS	321				hypothetical protein
PLNMODBO_00722	CDS	417				hypothetical protein
PLNMODBO_00723	CDS	579				hypothetical protein
PLNMODBO_00724	CDS	579				hypothetical protein
PLNMODBO_00725	CDS	573	sutR_1		COG1396	HTH-type transcriptional regulator SutR
PLNMODBO_00726	CDS	609				hypothetical protein
PLNMODBO_00727	CDS	1218	pikC_1	1.14.15.33		Cytochrome P450 monooxygenase PikC
PLNMODBO_00728	CDS	969	yerB			Putative lipoprotein YerB
PLNMODBO_00729	CDS	780				hypothetical protein
PLNMODBO_00730	CDS	804	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
PLNMODBO_00731	CDS	180				hypothetical protein
PLNMODBO_00732	CDS	198				hypothetical protein
PLNMODBO_00733	CDS	825				hypothetical protein
PLNMODBO_00734	CDS	216				hypothetical protein
PLNMODBO_00735	CDS	492				hypothetical protein
PLNMODBO_00736	CDS	606	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
PLNMODBO_00737	CDS	1038				hypothetical protein
PLNMODBO_00738	CDS	120				hypothetical protein
PLNMODBO_00739	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
PLNMODBO_00740	CDS	468				hypothetical protein
PLNMODBO_00741	CDS	396				hypothetical protein
PLNMODBO_00742	CDS	741				hypothetical protein
PLNMODBO_00743	CDS	1044	ppx1_1	3.6.1.11	COG0248	Exopolyphosphatase 1
PLNMODBO_00744	CDS	336				hypothetical protein
PLNMODBO_00745	CDS	300				hypothetical protein
PLNMODBO_00746	CDS	963	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
PLNMODBO_00747	CDS	534	yrdA		COG0663	Protein YrdA
PLNMODBO_00748	CDS	1026				hypothetical protein
PLNMODBO_00749	CDS	1794				hypothetical protein
PLNMODBO_00750	CDS	651			COG0586	putative membrane protein
PLNMODBO_00751	CDS	471				hypothetical protein
PLNMODBO_00752	CDS	1347				hypothetical protein
PLNMODBO_00753	CDS	960				hypothetical protein
PLNMODBO_00754	CDS	843				hypothetical protein
PLNMODBO_00755	CDS	1176	tuf_1		COG0050	Elongation factor Tu
PLNMODBO_00756	CDS	219				hypothetical protein
PLNMODBO_00757	CDS	702				hypothetical protein
PLNMODBO_00758	CDS	888	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
PLNMODBO_00759	CDS	159				hypothetical protein
PLNMODBO_00760	CDS	405				hypothetical protein
PLNMODBO_00761	CDS	1524				hypothetical protein
PLNMODBO_00762	CDS	1509	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PLNMODBO_00763	CDS	693	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
PLNMODBO_00764	CDS	1281	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PLNMODBO_00765	CDS	2943				hypothetical protein
PLNMODBO_00766	CDS	99				hypothetical protein
PLNMODBO_00767	CDS	354				hypothetical protein
PLNMODBO_00768	CDS	375	merR1_1			Mercuric resistance operon regulatory protein
PLNMODBO_00769	CDS	1074	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
PLNMODBO_00770	CDS	387				hypothetical protein
PLNMODBO_00771	CDS	330				hypothetical protein
PLNMODBO_00772	CDS	627				hypothetical protein
PLNMODBO_00773	CDS	528				hypothetical protein
PLNMODBO_00774	CDS	333				hypothetical protein
PLNMODBO_00775	CDS	618				hypothetical protein
PLNMODBO_00776	CDS	396				hypothetical protein
PLNMODBO_00777	CDS	1251				hypothetical protein
PLNMODBO_00778	CDS	1152				hypothetical protein
PLNMODBO_00779	CDS	408				hypothetical protein
PLNMODBO_00780	CDS	822				hypothetical protein
PLNMODBO_00781	CDS	519				hypothetical protein
PLNMODBO_00782	CDS	522				hypothetical protein
PLNMODBO_00783	CDS	954				hypothetical protein
PLNMODBO_00784	CDS	1572				hypothetical protein
