locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKLDFEFB_00420	CDS	849				hypothetical protein
GKLDFEFB_00421	CDS	1947	shc_1	4.2.1.129	COG1657	Squalene--hopene cyclase
GKLDFEFB_00422	CDS	372				hypothetical protein
GKLDFEFB_00423	CDS	402				hypothetical protein
GKLDFEFB_00424	CDS	465				hypothetical protein
GKLDFEFB_00425	CDS	2421				hypothetical protein
GKLDFEFB_00426	CDS	759				hypothetical protein
GKLDFEFB_00427	CDS	2895				hypothetical protein
GKLDFEFB_00428	CDS	345				hypothetical protein
GKLDFEFB_00429	CDS	957				hypothetical protein
GKLDFEFB_00430	CDS	675				hypothetical protein
GKLDFEFB_00431	CDS	939				hypothetical protein
GKLDFEFB_00432	CDS	999	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GKLDFEFB_00433	CDS	5607				hypothetical protein
GKLDFEFB_00434	CDS	6213	dhbF_2		COG1020	Dimodular nonribosomal peptide synthase
GKLDFEFB_00435	CDS	909	oxyR_2			Hydrogen peroxide-inducible genes activator
GKLDFEFB_00436	CDS	828	rhtA_1		COG5006	Threonine/homoserine exporter RhtA
GKLDFEFB_00437	CDS	1950				hypothetical protein
GKLDFEFB_00438	CDS	339				hypothetical protein
GKLDFEFB_00439	CDS	159				hypothetical protein
GKLDFEFB_00440	CDS	228				hypothetical protein
GKLDFEFB_00441	CDS	795	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GKLDFEFB_00442	CDS	1440				hypothetical protein
GKLDFEFB_00443	CDS	309				hypothetical protein
GKLDFEFB_00444	CDS	762	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
GKLDFEFB_00445	CDS	1410				hypothetical protein
GKLDFEFB_00446	CDS	999	sugA		COG1175	Trehalose transport system permease protein SugA
GKLDFEFB_00447	CDS	867	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
GKLDFEFB_00448	CDS	993		1.1.1.407	COG1063	D-altritol 5-dehydrogenase
GKLDFEFB_00449	CDS	681				hypothetical protein
GKLDFEFB_00450	CDS	519				hypothetical protein
GKLDFEFB_00451	CDS	996	mshD_1	2.3.1.189		Mycothiol acetyltransferase
GKLDFEFB_00452	CDS	1320				hypothetical protein
GKLDFEFB_00453	CDS	1023				hypothetical protein
GKLDFEFB_00454	CDS	873	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
GKLDFEFB_00455	CDS	624	arpA_3			A-factor receptor protein
GKLDFEFB_00456	CDS	255				hypothetical protein
GKLDFEFB_00457	CDS	1281				hypothetical protein
GKLDFEFB_00458	CDS	1137				hypothetical protein
GKLDFEFB_00459	CDS	3855				hypothetical protein
GKLDFEFB_00460	CDS	336				hypothetical protein
GKLDFEFB_00461	CDS	261				hypothetical protein
GKLDFEFB_00462	CDS	2013				hypothetical protein
GKLDFEFB_00463	tRNA	94				tRNA-Trp(cca)
GKLDFEFB_00464	CDS	1929	lgrD_1			Linear gramicidin synthase subunit D
GKLDFEFB_00465	CDS	903				hypothetical protein
GKLDFEFB_00466	CDS	846	rebM	2.1.1.164		Demethylrebeccamycin-D-glucose O-methyltransferase
GKLDFEFB_00467	CDS	1194	mycG_2	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
GKLDFEFB_00468	CDS	552				Calerythrin
GKLDFEFB_00469	CDS	825	sigF_2		COG1191	RNA polymerase sigma factor SigF
GKLDFEFB_00470	CDS	4245				hypothetical protein
GKLDFEFB_00471	CDS	3642				hypothetical protein
GKLDFEFB_00472	CDS	1506		3.1.1.1	COG2272	Carboxylesterase
GKLDFEFB_00473	CDS	915	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
GKLDFEFB_00474	CDS	2811				hypothetical protein
GKLDFEFB_00475	CDS	759	mca_1	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
GKLDFEFB_00476	CDS	579				hypothetical protein
GKLDFEFB_00477	CDS	1101				hypothetical protein
GKLDFEFB_00478	CDS	696				hypothetical protein
GKLDFEFB_00479	tRNA	82				tRNA-Gly(gcc)
GKLDFEFB_00480	CDS	435				hypothetical protein
GKLDFEFB_00481	CDS	990				hypothetical protein
GKLDFEFB_00482	CDS	510				hypothetical protein
GKLDFEFB_00483	CDS	942				hypothetical protein
GKLDFEFB_00484	CDS	4152	dhbF_3		COG1020	Dimodular nonribosomal peptide synthase
GKLDFEFB_00485	CDS	957	psdht	4.2.1.-		Phenylserine dehydratase
GKLDFEFB_00486	CDS	978				hypothetical protein
GKLDFEFB_00487	CDS	1407	dadD	3.5.4.31		5'-deoxyadenosine deaminase
GKLDFEFB_00488	CDS	828				hypothetical protein
GKLDFEFB_00489	CDS	192				hypothetical protein
GKLDFEFB_00490	CDS	228				hypothetical protein
GKLDFEFB_00491	CDS	1653				hypothetical protein
GKLDFEFB_00492	CDS	1293				hypothetical protein
GKLDFEFB_00493	CDS	816				hypothetical protein
GKLDFEFB_00494	CDS	633	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
GKLDFEFB_00495	CDS	306				hypothetical protein
GKLDFEFB_00496	CDS	624				hypothetical protein
GKLDFEFB_00497	CDS	894	garR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
GKLDFEFB_00498	CDS	846	hyi_1	5.3.1.22	COG3622	Hydroxypyruvate isomerase
GKLDFEFB_00499	CDS	1779	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
GKLDFEFB_00500	CDS	753				hypothetical protein
GKLDFEFB_00501	CDS	561				hypothetical protein
GKLDFEFB_00502	CDS	780	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GKLDFEFB_00503	CDS	198				hypothetical protein
GKLDFEFB_00504	CDS	471				hypothetical protein
GKLDFEFB_00505	CDS	1230	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
GKLDFEFB_00506	CDS	741				putative HTH-type transcriptional regulator
GKLDFEFB_00507	CDS	558	def_1	3.5.1.88	COG0242	Peptide deformylase
GKLDFEFB_00508	CDS	1239	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
GKLDFEFB_00509	CDS	729	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
GKLDFEFB_00510	CDS	1026	pfkA2_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
GKLDFEFB_00511	CDS	966			COG3336	putative protein
GKLDFEFB_00512	CDS	159				hypothetical protein
GKLDFEFB_00513	CDS	435				hypothetical protein
GKLDFEFB_00514	CDS	585				hypothetical protein
GKLDFEFB_00515	CDS	573				hypothetical protein
GKLDFEFB_00516	CDS	1482				hypothetical protein
GKLDFEFB_00517	CDS	843				hypothetical protein
GKLDFEFB_00518	CDS	708				hypothetical protein
GKLDFEFB_00519	CDS	1440	mdtD_1			Putative multidrug resistance protein MdtD
GKLDFEFB_00520	CDS	948	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
GKLDFEFB_00521	CDS	1614	ligB	6.5.1.1	COG1793	DNA ligase B
GKLDFEFB_00522	CDS	897	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
GKLDFEFB_00523	CDS	882	melD_1		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
GKLDFEFB_00524	CDS	1341				hypothetical protein
GKLDFEFB_00525	CDS	834	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
GKLDFEFB_00526	CDS	1029	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
GKLDFEFB_00527	CDS	1077	ccpA_1		COG1609	Catabolite control protein A
GKLDFEFB_00528	CDS	1167				hypothetical protein
GKLDFEFB_00529	CDS	315				hypothetical protein
GKLDFEFB_00530	CDS	1185				hypothetical protein
GKLDFEFB_00531	CDS	864				hypothetical protein
GKLDFEFB_00532	CDS	339				hypothetical protein
GKLDFEFB_00533	CDS	807	csqR		COG1349	HTH-type transcriptional repressor CsqR
GKLDFEFB_00534	CDS	1053	gutB_2	1.1.1.-	COG1063	Sorbitol dehydrogenase
GKLDFEFB_00535	CDS	2283				hypothetical protein
GKLDFEFB_00536	CDS	312				hypothetical protein
GKLDFEFB_00537	CDS	912				hypothetical protein
GKLDFEFB_00538	CDS	900				hypothetical protein
GKLDFEFB_00539	CDS	2187	afsR_1		COG3629	Regulatory protein AfsR
GKLDFEFB_00540	CDS	981	sbnA_1	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
GKLDFEFB_00541	CDS	1002	sbnB_1	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
GKLDFEFB_00542	CDS	1875				hypothetical protein
GKLDFEFB_00543	CDS	1215	metB_1	2.5.1.48	COG0626	Cystathionine gamma-synthase
GKLDFEFB_00544	CDS	1341	ydcO		COG3135	Inner membrane protein YdcO
GKLDFEFB_00545	CDS	1209	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
GKLDFEFB_00546	CDS	600				hypothetical protein
GKLDFEFB_00547	CDS	522				hypothetical protein
GKLDFEFB_00548	CDS	909	azoB_1	1.7.-.-		NAD(P)H azoreductase
GKLDFEFB_00549	CDS	543				hypothetical protein
GKLDFEFB_00550	CDS	504				hypothetical protein
GKLDFEFB_00551	CDS	1326				hypothetical protein
GKLDFEFB_00552	CDS	699				hypothetical protein
GKLDFEFB_00553	CDS	906				hypothetical protein
GKLDFEFB_00554	CDS	429				hypothetical protein
GKLDFEFB_00555	CDS	657				hypothetical protein
GKLDFEFB_00556	CDS	1125				hypothetical protein
GKLDFEFB_00557	CDS	1563				hypothetical protein
GKLDFEFB_00558	CDS	2319	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GKLDFEFB_00559	CDS	708	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
GKLDFEFB_00560	CDS	2934	afsR_2		COG3629	Regulatory protein AfsR
GKLDFEFB_00561	CDS	1401	phnY	1.2.1.-		Phosphonoacetaldehyde dehydrogenase
GKLDFEFB_00562	CDS	1017		1.17.1.9		Formate dehydrogenase, mitochondrial
GKLDFEFB_00563	CDS	1266	phpC	1.1.1.309	COG1454	Phosphonoacetaldehyde reductase
GKLDFEFB_00564	CDS	1359	hepD	1.13.11.72		2-hydroxyethylphosphonate dioxygenase
GKLDFEFB_00565	CDS	933	pphA	3.11.1.3		Phosphonopyruvate hydrolase
GKLDFEFB_00566	CDS	1149				hypothetical protein
GKLDFEFB_00567	CDS	825	yfcA_1		COG0730	putative membrane transporter protein YfcA
GKLDFEFB_00568	CDS	660				hypothetical protein
GKLDFEFB_00569	CDS	1326				hypothetical protein
GKLDFEFB_00570	CDS	621				hypothetical protein
GKLDFEFB_00571	CDS	489				hypothetical protein
GKLDFEFB_00572	CDS	963				Zinc-type alcohol dehydrogenase-like protein
GKLDFEFB_00573	CDS	582				hypothetical protein
GKLDFEFB_00574	CDS	549				hypothetical protein
GKLDFEFB_00575	CDS	378				hypothetical protein
GKLDFEFB_00576	CDS	552				hypothetical protein
GKLDFEFB_00577	CDS	1638	tap_1	3.4.14.-		Tripeptidyl aminopeptidase
GKLDFEFB_00578	CDS	705				hypothetical protein
GKLDFEFB_00579	CDS	1332				hypothetical protein
GKLDFEFB_00580	CDS	1401				hypothetical protein
GKLDFEFB_00581	CDS	3162	lgrB_1			Linear gramicidin synthase subunit B
GKLDFEFB_00582	CDS	1161	carC_1	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
GKLDFEFB_00583	CDS	1905	lgrB_2			Linear gramicidin synthase subunit B
GKLDFEFB_00584	CDS	1824	lgrB_3			Linear gramicidin synthase subunit B
GKLDFEFB_00585	CDS	2919				hypothetical protein
GKLDFEFB_00586	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
GKLDFEFB_00587	CDS	630				hypothetical protein
GKLDFEFB_00588	CDS	177				hypothetical protein
GKLDFEFB_00589	CDS	822	ureD			Urease accessory protein UreD
GKLDFEFB_00590	CDS	702	ureG		COG0378	Urease accessory protein UreG
GKLDFEFB_00591	CDS	675	ureF			Urease accessory protein UreF
GKLDFEFB_00592	CDS	1722	ureC	3.5.1.5	COG0804	Urease subunit alpha
GKLDFEFB_00593	CDS	312	ureB	3.5.1.5	COG0832	Urease subunit beta
GKLDFEFB_00594	CDS	303	ureA	3.5.1.5		Urease subunit gamma
GKLDFEFB_00595	CDS	981	lieA	3.4.24.-		Leupeptin-inactivating enzyme 1
GKLDFEFB_00596	CDS	342				hypothetical protein
GKLDFEFB_00597	CDS	312				hypothetical protein
GKLDFEFB_00598	CDS	669				hypothetical protein
GKLDFEFB_00599	CDS	645				hypothetical protein
GKLDFEFB_00600	CDS	636	clpP2_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit 2
GKLDFEFB_00601	CDS	306				hypothetical protein
GKLDFEFB_00602	CDS	474				hypothetical protein
GKLDFEFB_00603	CDS	573				hypothetical protein
GKLDFEFB_00604	CDS	429				hypothetical protein
GKLDFEFB_00605	CDS	885				hypothetical protein
GKLDFEFB_00606	CDS	237				hypothetical protein
GKLDFEFB_00607	CDS	1242	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
GKLDFEFB_00608	CDS	1194	bioB	2.8.1.6		Biotin synthase
GKLDFEFB_00609	CDS	1311	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
GKLDFEFB_00610	CDS	687	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
GKLDFEFB_00611	CDS	660	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GKLDFEFB_00612	CDS	1260				hypothetical protein
GKLDFEFB_00613	CDS	165				hypothetical protein
GKLDFEFB_00614	CDS	576				hypothetical protein
GKLDFEFB_00615	CDS	918	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_00616	CDS	2577				hypothetical protein
GKLDFEFB_00617	CDS	891	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
GKLDFEFB_00618	CDS	429	ypeA_1	2.3.1.-	COG0456	Acetyltransferase YpeA
GKLDFEFB_00619	CDS	1341				hypothetical protein
GKLDFEFB_00620	CDS	1053			COG1253	putative protein
GKLDFEFB_00621	CDS	771				hypothetical protein
GKLDFEFB_00622	CDS	405				hypothetical protein
GKLDFEFB_00623	CDS	1884				hypothetical protein
GKLDFEFB_00624	CDS	657				hypothetical protein
GKLDFEFB_00625	CDS	918	cynR_1			HTH-type transcriptional regulator CynR
GKLDFEFB_00626	CDS	1407				hypothetical protein
GKLDFEFB_00627	CDS	810				hypothetical protein
GKLDFEFB_00628	CDS	1434	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
GKLDFEFB_00629	CDS	576	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
GKLDFEFB_00630	CDS	1614	proP_1			Proline/betaine transporter
GKLDFEFB_00631	CDS	453				hypothetical protein
GKLDFEFB_00632	CDS	1158	nagC_1		COG1940	N-acetylglucosamine repressor
GKLDFEFB_00633	CDS	684	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GKLDFEFB_00634	CDS	153				hypothetical protein
GKLDFEFB_00635	CDS	369				hypothetical protein
GKLDFEFB_00636	CDS	753	nagR_1		COG2188	HTH-type transcriptional repressor NagR
GKLDFEFB_00637	CDS	888	sigJ_2			ECF RNA polymerase sigma factor SigJ
GKLDFEFB_00638	CDS	873			COG0596	putative protein
GKLDFEFB_00639	CDS	1617				hypothetical protein
GKLDFEFB_00640	CDS	1392				hypothetical protein
GKLDFEFB_00641	CDS	1383				hypothetical protein
GKLDFEFB_00642	CDS	1083				hypothetical protein
GKLDFEFB_00643	CDS	1695				hypothetical protein
GKLDFEFB_00644	CDS	1383				hypothetical protein
GKLDFEFB_00645	CDS	843	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GKLDFEFB_00646	CDS	498	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
GKLDFEFB_00647	CDS	447	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
GKLDFEFB_00648	CDS	3186				hypothetical protein
GKLDFEFB_00649	CDS	1167	sbcD			Nuclease SbcCD subunit D
GKLDFEFB_00650	CDS	909				hypothetical protein
GKLDFEFB_00651	CDS	1296				hypothetical protein
GKLDFEFB_00652	CDS	1992	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GKLDFEFB_00653	CDS	1404				hypothetical protein
GKLDFEFB_00654	CDS	1545				hypothetical protein
GKLDFEFB_00655	CDS	1002				hypothetical protein
GKLDFEFB_00656	CDS	249	whiB1_1			Transcriptional regulator WhiB1
GKLDFEFB_00657	CDS	531				hypothetical protein
GKLDFEFB_00658	CDS	666	lepB_1	3.4.21.89	COG0681	Signal peptidase I
GKLDFEFB_00659	CDS	150				hypothetical protein
GKLDFEFB_00660	CDS	4230	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
GKLDFEFB_00661	CDS	672				hypothetical protein
GKLDFEFB_00662	CDS	351				hypothetical protein
GKLDFEFB_00663	CDS	210				hypothetical protein
GKLDFEFB_00664	CDS	459				hypothetical protein
GKLDFEFB_00665	CDS	885				hypothetical protein
GKLDFEFB_00666	CDS	846				hypothetical protein
GKLDFEFB_00667	CDS	405				hypothetical protein
GKLDFEFB_00668	CDS	549				hypothetical protein
GKLDFEFB_00669	CDS	1185				hypothetical protein
GKLDFEFB_00670	CDS	144				hypothetical protein
GKLDFEFB_00671	CDS	105				hypothetical protein
GKLDFEFB_00672	CDS	198	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
GKLDFEFB_00673	CDS	432				hypothetical protein
GKLDFEFB_00674	CDS	672				hypothetical protein
GKLDFEFB_00675	CDS	2886	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
GKLDFEFB_00676	CDS	804				hypothetical protein
GKLDFEFB_00677	CDS	312				hypothetical protein
GKLDFEFB_00678	CDS	834	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
GKLDFEFB_00679	CDS	2301	pflB	2.3.1.54		Formate acetyltransferase
GKLDFEFB_00680	CDS	870			COG0589	Universal stress protein/MSMEI_3859
GKLDFEFB_00681	CDS	501				putative protein
GKLDFEFB_00682	CDS	1719	devS_1	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
GKLDFEFB_00683	CDS	693	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
GKLDFEFB_00684	CDS	735	devR_1		COG2197	DNA-binding transcriptional activator DevR/DosR
GKLDFEFB_00685	CDS	720	narX_3		COG2180	Nitrate reductase-like protein NarX
GKLDFEFB_00686	CDS	657				hypothetical protein
GKLDFEFB_00687	CDS	1755	narY_2	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
GKLDFEFB_00688	CDS	3714	narG_3	1.7.5.1	COG5013	Nitrate reductase alpha subunit
GKLDFEFB_00689	CDS	1530	hemY_1	1.3.3.4	COG1232	Protoporphyrinogen oxidase
GKLDFEFB_00690	CDS	1248	narK2		COG2223	putative nitrate/nitrite transporter NarK2
GKLDFEFB_00691	CDS	795	narX_4		COG2180	Nitrate reductase-like protein NarX
GKLDFEFB_00692	CDS	762				hypothetical protein
GKLDFEFB_00693	CDS	1545	narY_3	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
GKLDFEFB_00694	CDS	3693	narG_4	1.7.5.1	COG5013	Nitrate reductase alpha subunit
GKLDFEFB_00695	CDS	1296	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
GKLDFEFB_00696	CDS	963				hypothetical protein
GKLDFEFB_00697	CDS	1914	cocE_1	3.1.1.84		Cocaine esterase
GKLDFEFB_00698	CDS	1194		1.13.12.4	COG1304	Lactate 2-monooxygenase
GKLDFEFB_00699	CDS	333				hypothetical protein
GKLDFEFB_00700	CDS	3093	tycC			Tyrocidine synthase 3
GKLDFEFB_00701	CDS	1332				hypothetical protein
GKLDFEFB_00702	CDS	261	tycB			Tyrocidine synthase 2
GKLDFEFB_00703	CDS	912				hypothetical protein
GKLDFEFB_00704	CDS	966				hypothetical protein
GKLDFEFB_00705	CDS	1359	lgrD_2			Linear gramicidin synthase subunit D
GKLDFEFB_00706	CDS	1032	tgnB_1	1.14.14.-	COG2141	Flavin-dependent trigonelline monooxygenase, oxygenase component
GKLDFEFB_00707	CDS	4776				hypothetical protein
GKLDFEFB_00708	CDS	1917	grsB			Gramicidin S synthase 2
GKLDFEFB_00709	CDS	1125				hypothetical protein
GKLDFEFB_00710	CDS	1251				hypothetical protein
GKLDFEFB_00711	CDS	1275	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
GKLDFEFB_00712	CDS	1458	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
GKLDFEFB_00713	CDS	1092	tolB_2			Tol-Pal system protein TolB
GKLDFEFB_00714	CDS	2178				hypothetical protein
GKLDFEFB_00715	CDS	1302	pgl_1	3.1.1.31		6-phosphogluconolactonase
GKLDFEFB_00716	CDS	1728			COG0659	putative sulfate transporter
GKLDFEFB_00717	CDS	1332	yegS_1	2.7.1.-		lipid kinase YegS
GKLDFEFB_00718	CDS	1341	tet(X)_1	1.14.13.231		Flavin-dependent monooxygenase
GKLDFEFB_00719	CDS	507				hypothetical protein
GKLDFEFB_00720	CDS	387				hypothetical protein
GKLDFEFB_00721	CDS	1113				hypothetical protein
GKLDFEFB_00722	CDS	930	fdnH		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
GKLDFEFB_00723	CDS	3249	fdoG	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
GKLDFEFB_00724	CDS	1479	speA	4.1.1.19	COG1982	Arginine decarboxylase
GKLDFEFB_00725	CDS	546	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GKLDFEFB_00726	CDS	408				hypothetical protein
GKLDFEFB_00727	CDS	192				hypothetical protein
GKLDFEFB_00728	CDS	798				hypothetical protein
GKLDFEFB_00729	CDS	936				hypothetical protein
GKLDFEFB_00730	CDS	1110				hypothetical protein
GKLDFEFB_00731	CDS	621	yigZ		COG1739	IMPACT family member YigZ
GKLDFEFB_00732	CDS	1494				hypothetical protein
GKLDFEFB_00733	CDS	357				hypothetical protein
GKLDFEFB_00734	CDS	321				hypothetical protein
GKLDFEFB_00735	CDS	417				hypothetical protein
GKLDFEFB_00736	CDS	579				hypothetical protein
GKLDFEFB_00737	CDS	579				hypothetical protein
GKLDFEFB_00738	CDS	573	sutR_1		COG1396	HTH-type transcriptional regulator SutR
GKLDFEFB_00739	CDS	609				hypothetical protein
GKLDFEFB_00740	CDS	1218	pikC_1	1.14.15.33		Cytochrome P450 monooxygenase PikC
GKLDFEFB_00741	CDS	969	yerB			Putative lipoprotein YerB
GKLDFEFB_00742	CDS	780				hypothetical protein
GKLDFEFB_00743	CDS	804	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
GKLDFEFB_00744	CDS	180				hypothetical protein
GKLDFEFB_00745	CDS	198				hypothetical protein
GKLDFEFB_00746	CDS	825				hypothetical protein
GKLDFEFB_00747	CDS	216				hypothetical protein
GKLDFEFB_00748	CDS	492				hypothetical protein
GKLDFEFB_00749	CDS	606	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
GKLDFEFB_00750	CDS	1038				hypothetical protein
GKLDFEFB_00751	CDS	120				hypothetical protein
GKLDFEFB_00752	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
GKLDFEFB_00753	CDS	468				hypothetical protein
GKLDFEFB_00754	CDS	396				hypothetical protein
GKLDFEFB_00755	CDS	741				hypothetical protein
GKLDFEFB_00756	CDS	1044	ppx1_1	3.6.1.11	COG0248	Exopolyphosphatase 1
GKLDFEFB_00757	CDS	336				hypothetical protein
GKLDFEFB_00758	CDS	300				hypothetical protein
GKLDFEFB_00759	CDS	963	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
GKLDFEFB_00760	CDS	534	yrdA		COG0663	Protein YrdA
GKLDFEFB_00761	CDS	1026				hypothetical protein
GKLDFEFB_00762	CDS	1794				hypothetical protein
GKLDFEFB_00763	CDS	651			COG0586	putative membrane protein
GKLDFEFB_00764	CDS	471				hypothetical protein
GKLDFEFB_00765	CDS	1347				hypothetical protein
GKLDFEFB_00766	CDS	960				hypothetical protein
GKLDFEFB_00767	CDS	843				hypothetical protein
GKLDFEFB_00768	CDS	1176	tuf_1		COG0050	Elongation factor Tu
GKLDFEFB_00769	CDS	219				hypothetical protein
GKLDFEFB_00770	CDS	702				hypothetical protein
GKLDFEFB_00771	CDS	888	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
GKLDFEFB_00772	CDS	159				hypothetical protein
GKLDFEFB_00773	CDS	405				hypothetical protein
GKLDFEFB_00774	CDS	1524				hypothetical protein
GKLDFEFB_00775	CDS	1509	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GKLDFEFB_00776	CDS	693	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
